doc_id,sentence_id,entity_id,text,type,charOffset,source
DDI-DrugBank.d763,DDI-DrugBank.d763.s4,DDI-DrugBank.d763.s4.e4,ondansetron,drug,273-283,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s4,DDI-DrugBank.d763.s4.e5,tramadol,drug,360-367,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s4,DDI-DrugBank.d763.s4.e6,ondansetron,drug,472-482,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s5,DDI-DrugBank.d763.s5.e0,carmustine,drug,11-20,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s5,DDI-DrugBank.d763.s5.e1,etoposide,drug,23-31,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s5,DDI-DrugBank.d763.s5.e2,cisplatin,drug,38-46,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s5,DDI-DrugBank.d763.s5.e3,ondansetron,drug,86-96,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s7,DDI-DrugBank.d763.s7.e0,ondansetron,drug,0-10,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d763,DDI-DrugBank.d763.s7,DDI-DrugBank.d763.s7.e1,methotrexate,drug,55-66,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Ondansetron.xml
DDI-DrugBank.d712,DDI-DrugBank.d712.s0,DDI-DrugBank.d712.s0.e0,HERCEPTIN,brand,66-74,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trastuzumab.xml
DDI-DrugBank.d712,DDI-DrugBank.d712.s1,DDI-DrugBank.d712.s1.e0,paclitaxel,drug,18-27,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trastuzumab.xml
DDI-DrugBank.d712,DDI-DrugBank.d712.s1,DDI-DrugBank.d712.s1.e1,HERCEPTIN,brand,49-57,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trastuzumab.xml
DDI-DrugBank.d712,DDI-DrugBank.d712.s1,DDI-DrugBank.d712.s1.e2,HERCEPTIN,brand,94-102,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trastuzumab.xml
DDI-DrugBank.d712,DDI-DrugBank.d712.s1,DDI-DrugBank.d712.s1.e3,HERCEPTIN,brand,173-181,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trastuzumab.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s0,DDI-DrugBank.d709.s0.e0,ergot alkaloids,group,65-79,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s1,DDI-DrugBank.d709.s1.e0,Terfenadine,drug,48-58,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s1,DDI-DrugBank.d709.s1.e1,astemizole,drug,64-73,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s1,DDI-DrugBank.d709.s1.e2,macrolides,group,84-93,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s1,DDI-DrugBank.d709.s1.e3,terfenadine,drug,109-119,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s1,DDI-DrugBank.d709.s1.e4,astemizole,drug,125-134,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s3,DDI-DrugBank.d709.s3.e0,roxithromycin,drug,56-68,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s3,DDI-DrugBank.d709.s3.e1,roxithromycin,drug,101-113,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s3,DDI-DrugBank.d709.s3.e2,terfenadine,drug,120-130,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s3,DDI-DrugBank.d709.s3.e3,astemizole,drug,135-144,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s4,DDI-DrugBank.d709.s4.e0,Cisapride,drug,2-10,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s4,DDI-DrugBank.d709.s4.e1,pimozide,drug,13-20,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s4,DDI-DrugBank.d709.s4.e2,cisapride,drug,43-51,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s4,DDI-DrugBank.d709.s4.e3,pimozide,drug,56-63,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s4,DDI-DrugBank.d709.s4.e4,macrolide antibacterials,group,352-375,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s5,DDI-DrugBank.d709.s5.e0,roxithromycin,drug,41-53,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d709,DDI-DrugBank.d709.s5,DDI-DrugBank.d709.s5.e1,roxithromycin,drug,71-83,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Roxithromycin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s0,DDI-DrugBank.d636.s0.e0,anticonvulsants,group,5-19,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s0,DDI-DrugBank.d636.s0.e1,Mephenytoin,drug,39-49,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s1,DDI-DrugBank.d636.s1.e0,Mephenytoin,drug,51-61,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s2,DDI-DrugBank.d636.s2.e0,anticonvulsants,group,6-20,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s2,DDI-DrugBank.d636.s2.e1,divalproex sodium,drug,30-46,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s2,DDI-DrugBank.d636.s2.e2,valproic acid,drug,49-61,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s2,DDI-DrugBank.d636.s2.e3,phenobarbital,drug,68-80,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e0,Mephenytoin,drug,0-10,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e1,steroid medications,group,75-93,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e2,warfarin,drug,96-103,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e3,anti-infective medicines,group,152-175,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e4,furosemide,drug,178-187,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e5,theophylline,drug,193-204,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d636,DDI-DrugBank.d636.s3,DDI-DrugBank.d636.s3.e6,Mephenytoin,drug,223-233,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Mephenytoin.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s0,DDI-DrugBank.d777.s0.e0,Streptase,brand,19-27,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s0,DDI-DrugBank.d777.s0.e1,Streptokinase,drug,30-42,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s1,DDI-DrugBank.d777.s1.e0,Anticoagulants,group,7-20,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s1,DDI-DrugBank.d777.s1.e1,Antiplatelet Agents,group,26-44,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s1,DDI-DrugBank.d777.s1.e2,Streptase,brand,49-57,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s1,DDI-DrugBank.d777.s1.e3,Streptokinase,drug,60-72,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s1,DDI-DrugBank.d777.s1.e4,antiplatelet agents,group,104-122,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s1,DDI-DrugBank.d777.s1.e5,anticoagulants,group,128-141,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s3,DDI-DrugBank.d777.s3.e0,aspirin,brand,30-36,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s3,DDI-DrugBank.d777.s3.e1,Streptokinase,drug,103-115,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s4,DDI-DrugBank.d777.s4.e0,Antiplatelets,group,20-32,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s4,DDI-DrugBank.d777.s4.e1,aspirin,brand,139-145,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s5,DDI-DrugBank.d777.s5.e0,aspirin,brand,16-22,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d777,DDI-DrugBank.d777.s5,DDI-DrugBank.d777.s5.e1,Streptokinase,drug,27-39,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Streptokinase.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s0,DDI-DrugBank.d606.s0.e0,MAO inhibitors,group,0-13,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s0,DDI-DrugBank.d606.s0.e1,beta adrenergic blockers,group,19-42,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s0,DDI-DrugBank.d606.s0.e2,pseudoephedrine,drug,68-82,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s1,DDI-DrugBank.d606.s1.e0,Sympathomimetics,group,0-15,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s1,DDI-DrugBank.d606.s1.e1,methyldopa,drug,60-69,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s1,DDI-DrugBank.d606.s1.e2,mecamylamine,drug,72-83,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s1,DDI-DrugBank.d606.s1.e3,reserpine,drug,86-94,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d606,DDI-DrugBank.d606.s1,DDI-DrugBank.d606.s1.e4,veratrum alkaloids,group,100-117,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Pseudoephedrine.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s0,DDI-DrugBank.d711.s0.e0,tetracyclines,group,8-20,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s0,DDI-DrugBank.d711.s0.e1,anticoagulant,group,98-110,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s0,DDI-DrugBank.d711.s0.e2,anticoagulant,group,161-173,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s1,DDI-DrugBank.d711.s1.e0,penicillin,drug,73-82,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s1,DDI-DrugBank.d711.s1.e1,tetracycline class drugs,group,117-140,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s1,DDI-DrugBank.d711.s1.e2,penicillin,drug,162-171,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s2,DDI-DrugBank.d711.s2.e0,tetracyclines,group,14-26,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s2,DDI-DrugBank.d711.s2.e1,antacids,group,43-50,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s2,DDI-DrugBank.d711.s2.e2,aluminum,drug,63-70,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s2,DDI-DrugBank.d711.s2.e3,calcium,drug,73-79,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s2,DDI-DrugBank.d711.s2.e4,magnesium,drug,84-92,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s2,DDI-DrugBank.d711.s2.e5,iron,drug,99-102,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s3,DDI-DrugBank.d711.s3.e0,tetracycline,group,22-33,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s3,DDI-DrugBank.d711.s3.e1,methoxyflurane,drug,39-52,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s4,DDI-DrugBank.d711.s4.e0,tetracyclines,group,18-30,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s4,DDI-DrugBank.d711.s4.e1,contraceptives,group,42-55,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d711,DDI-DrugBank.d711.s4,DDI-DrugBank.d711.s4.e2,contraceptives,group,73-86,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Minocycline.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s0,DDI-DrugBank.d713.s0.e0,Sanctura,brand,23-30,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s0,DDI-DrugBank.d713.s0.e1,anticholinergic agents,group,43-64,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s1,DDI-DrugBank.d713.s1.e0,Anticholinergic agents,group,0-21,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e0,Sanctura,brand,101-108,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e1,Sanctura,brand,135-142,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e2,digoxin,drug,266-272,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e3,procainamide,drug,275-286,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e4,pancuronium,drug,289-299,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e5,morphine,drug,302-309,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e6,vancomycin,drug,312-321,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e7,metformin,drug,324-332,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s2,DDI-DrugBank.d713.s2.e8,tenofovir,drug,338-346,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s3,DDI-DrugBank.d713.s3.e0,Sanctura,brand,20-27,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s3,DDI-DrugBank.d713.s3.e1,Sanctura,brand,134-141,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d713,DDI-DrugBank.d713.s5,DDI-DrugBank.d713.s5.e0,Sanctura,brand,55-62,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Trospium.xml
DDI-DrugBank.d625,DDI-DrugBank.d625.s0,DDI-DrugBank.d625.s0.e0,ALKERAN,brand,71-77,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Melphalan.xml
DDI-DrugBank.d625,DDI-DrugBank.d625.s0,DDI-DrugBank.d625.s0.e1,live organism vaccines,group,98-119,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Melphalan.xml
DDI-DrugBank.d625,DDI-DrugBank.d625.s0,DDI-DrugBank.d625.s0.e2,Nalidixic acid,drug,175-188,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Melphalan.xml
DDI-DrugBank.d625,DDI-DrugBank.d625.s0,DDI-DrugBank.d625.s0.e3,melphalan,drug,226-234,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Melphalan.xml
DDI-DrugBank.d625,DDI-DrugBank.d625.s1,DDI-DrugBank.d625.s1.e0,melphalan,drug,126-134,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Melphalan.xml
DDI-DrugBank.d625,DDI-DrugBank.d625.s1,DDI-DrugBank.d625.s1.e1,cyclosporin,drug,166-176,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Melphalan.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s0,DDI-DrugBank.d752.s0.e0,midazolam,drug,74-82,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s0,DDI-DrugBank.d752.s0.e1,azole antimycotics,group,228-245,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s0,DDI-DrugBank.d752.s0.e2,protease inhibitors,group,248-266,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s0,DDI-DrugBank.d752.s0.e3,calcium channel antagonists,group,269-295,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s0,DDI-DrugBank.d752.s0.e4,macrolide antibiotics,group,302-322,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e0,erythromycin,drug,14-25,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e1,diltiazem,drug,28-36,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e2,verapamil,drug,39-47,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e3,ketoconazole,drug,50-61,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e4,fluconazole,drug,64-74,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e5,itraconazole,drug,80-91,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s1,DDI-DrugBank.d752.s1.e6,midazolam,drug,171-179,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s2,DDI-DrugBank.d752.s2.e0,midazolam,drug,112-120,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s3,DDI-DrugBank.d752.s3.e0,ritonavir,drug,64-72,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s3,DDI-DrugBank.d752.s3.e1,nelfinavir,drug,78-87,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s3,DDI-DrugBank.d752.s3.e2,midazolam,drug,198-206,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s4,DDI-DrugBank.d752.s4.e0,VERSED Syrup,brand,24-35,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s6,DDI-DrugBank.d752.s6.e0,rifampin,drug,63-70,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s6,DDI-DrugBank.d752.s6.e1,carbamazepine,drug,73-85,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s6,DDI-DrugBank.d752.s6.e2,phenytoin,drug,92-100,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s6,DDI-DrugBank.d752.s6.e3,midazolam,drug,175-183,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s7,DDI-DrugBank.d752.s7.e0,phenobarbital,drug,51-63,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s8,DDI-DrugBank.d752.s8.e0,VERSED Syrup,brand,38-49,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s9,DDI-DrugBank.d752.s9.e0,sedatives,group,102-110,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s9,DDI-DrugBank.d752.s9.e1,methylphenidate,drug,178-192,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e0,VERSED Syrup,brand,23-34,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e1,narcotics,group,153-161,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e2,morphine,drug,168-175,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e3,meperidine,drug,178-187,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e4,fentanyl,drug,193-200,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e5,propofol,drug,204-211,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e6,ketamine,drug,214-221,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e7,nitrous oxide,drug,224-236,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e8,secobarbital,drug,239-250,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
DDI-DrugBank.d752,DDI-DrugBank.d752.s10,DDI-DrugBank.d752.s10.e9,droperidol,drug,256-265,DDICorpus/Test/Test for DDI Extraction task/DrugBank/Midazolam.xml
